"","Predator","Prey"
"3189","Megaptera novaeangliae","Theragra chalcogramma"
"3190","Megaptera novaeangliae","Pleurogrammus monopterygius"
"3191","Megaptera novaeangliae","Ammodytes hexapterus"
"3192","Megaptera novaeangliae","Clupea pallasii"
"3193","Balaena mysticetus","Boreogadus saida"
"3194","Balaena mysticetus","Pungitius"
"3195","Balaena mysticetus","Myoxocephalus"
"3196","Balaena mysticetus","Metridinidae"
"3197","Balaena mysticetus","Thysanoessa raschii"
"3198","Balaena mysticetus","Calanus"
"3199","Balaena mysticetus","Aetideidae"
"3200","Balaena mysticetus","Mysida"
"3201","Balaena mysticetus","Cumacea"
"3202","Balaena mysticetus","Saduria"
"3203","Balaena mysticetus","Gammaridea"
"3204","Balaena mysticetus","Hyperiidea"
"3205","Balaena mysticetus","Thysanoessa inermis"
"3206","Balaena mysticetus","Hippolytidae"
"3207","Balaena mysticetus","Crangonidae"
"3208","Enhydra lutris","Echiura"
"3209","Enhydra lutris","Evasterias troschelii"
"3210","Enhydra lutris","Pycnopodia helianthoides"
"3211","Enhydra lutris","Strongylocentrotus droebachiensis"
"3212","Enhydra lutris","Strongylocentrotus franciscanus"
"3213","Enhydra lutris","Echinarachnius parma"
"3214","Enhydra lutris","Cucumaria"
"3215","Enhydra lutris","Aspidochirotacea"
"3216","Enhydra lutris","Hexagrammos lagocephalus"
"3217","Enhydra lutris","Ophiodon elongatus"
"3218","Enhydra lutris","Pleurogrammus monopterygius"
"3219","Enhydra lutris","Ammodytes hexapterus"
"3220","Enhydra lutris","Octocorallia"
"3221","Enhydra lutris","Enteroctopus dofleini"
"3222","Enhydra lutris","Pharidae"
"3223","Enhydra lutris","Nemertea"
"3224","Enhydra lutris","Trochidae"
"3225","Enhydra lutris","Naticidae"
"3226","Enhydra lutris","Nucella lamellosa"
"3227","Enhydra lutris","Buccinidae"
"3228","Enhydra lutris","Katharina tunicata"
"3229","Enhydra lutris","Mytilus"
"3230","Enhydra lutris","Musculus"
"3231","Enhydra lutris","Modiolus"
"3232","Enhydra lutris","Pectinidae"
"3233","Enhydra lutris","Pododesmus"
"3234","Enhydra lutris","Ostreidae"
"3235","Enhydra lutris","Clinocardium"
"3236","Enhydra lutris","Tresus"
"3237","Enhydra lutris","Mactromeris"
"3238","Enhydra lutris","Macoma"
"3239","Enhydra lutris","Tellina"
"3240","Enhydra lutris","Saxidomus"
"3241","Enhydra lutris","Protothaca staminea"
"3242","Enhydra lutris","Mya"
"3243","Enhydra lutris","Hiatellidae"
"3244","Enhydra lutris","Crangonidae"
"3245","Enhydra lutris","Paguridae"
"3246","Enhydra lutris","Paralithodes"
"3247","Enhydra lutris","Hyas"
"3248","Enhydra lutris","Chionoecetes opilio"
"3249","Enhydra lutris","Chionoecetes bairdi"
"3250","Enhydra lutris","Telmessus cheiragonus"
"3251","Enhydra lutris","Cancer"
"3252","Enhydra lutris","Phascolosomatidae"
"3253","Enhydra lutris","Cryptochiton stelleri"
"3254","Enhydra lutris","Entodesma"
"3255","Enhydra lutris","Pugettia"
"3256","Enhydra lutris","Gavia"
"3257","Enhydra lutris","Anas"
"3258","Enhydra lutris","Melanitta perspicillata"
"3259","Eumetopias jubatus","Somniosus pacificus"
"3260","Eumetopias jubatus","Squalus acanthias"
"3261","Eumetopias jubatus","Raja rhina"
"3262","Eumetopias jubatus","Hydrolagus colliei"
"3263","Eumetopias jubatus","Oncorhynchus gorbuscha"
"3264","Eumetopias jubatus","Oncorhynchus keta"
"3265","Eumetopias jubatus","Oncorhynchus kisutch"
"3266","Eumetopias jubatus","Oncorhynchus nerka"
"3267","Eumetopias jubatus","Oncorhynchus tshawytscha"
"3268","Eumetopias jubatus","Salvelinus"
"3269","Eumetopias jubatus","Hypomesus pretiosus"
"3270","Eumetopias jubatus","Mallotus villosus"
"3271","Eumetopias jubatus","Osmerus"
"3272","Eumetopias jubatus","Thaleichthys pacificus"
"3273","Eumetopias jubatus","Leuroglossus schmidti"
"3274","Eumetopias jubatus","Stenobrachius leucopsarus"
"3275","Eumetopias jubatus","Porichthys"
"3276","Eumetopias jubatus","Eleginus gracilis"
"3277","Eumetopias jubatus","Gadus macrocephalus"
"3278","Eumetopias jubatus","Microgadus"
"3279","Eumetopias jubatus","Theragra chalcogramma"
"3280","Eumetopias jubatus","Merluccius productus"
"3281","Eumetopias jubatus","Lycodes"
"3282","Eumetopias jubatus","Gasterosteus aculeatus"
"3283","Eumetopias jubatus","Sebastes alutus"
"3284","Eumetopias jubatus","Sebastes diploproa"
"3285","Eumetopias jubatus","Sebastes jordani"
"3286","Eumetopias jubatus","Sebastes melanops"
"3287","Eumetopias jubatus","Sebastes ruberrimus"
"3288","Eumetopias jubatus","Sebastolobus"
"3289","Eumetopias jubatus","Hexagrammos decagrammus"
"3290","Eumetopias jubatus","Hexagrammos lagocephalus"
"3291","Eumetopias jubatus","Ophiodon elongatus"
"3292","Eumetopias jubatus","Pleurogrammus monopterygius"
"3293","Eumetopias jubatus","Anoplopoma fimbria"
"3294","Eumetopias jubatus","Artedius"
"3295","Eumetopias jubatus","Gymnocanthus geleatus"
"3296","Eumetopias jubatus","Gymnocanthus pistilliger"
"3297","Eumetopias jubatus","Hemilepidotus hemilepidotus"
"3298","Eumetopias jubatus","Hemilepidotus jordani"
"3299","Eumetopias jubatus","Leptocottus armatus"
"3300","Eumetopias jubatus","Myoxocephalus"
"3301","Eumetopias jubatus","Oligocottus maculosus"
"3302","Eumetopias jubatus","Triglops"
"3303","Eumetopias jubatus","Occella dodecaedron"
"3304","Eumetopias jubatus","Eumicrotremus"
"3305","Eumetopias jubatus","Liparis"
"3306","Eumetopias jubatus","Trichodon trichodon"
"3307","Eumetopias jubatus","Bathymaster"
"3308","Eumetopias jubatus","Lumpenus"
"3309","Eumetopias jubatus","Leptoclinus maculatus"
"3310","Eumetopias jubatus","Pholis"
"3311","Eumetopias jubatus","Ammodytes hexapterus"
"3312","Eumetopias jubatus","Citharichthys"
"3313","Eumetopias jubatus","Eopsetta"
"3314","Eumetopias jubatus","Lyopsetta exilis"
"3315","Eumetopias jubatus","Hippoglossoides elassodon"
"3316","Eumetopias jubatus","Microstomus pacificus"
"3317","Eumetopias jubatus","Platichthys"
"3318","Eumetopias jubatus","Pleuronectes"
"3319","Eumetopias jubatus","Limanda aspera"
"3320","Eumetopias jubatus","Lepidopsetta bilineata"
"3321","Eumetopias jubatus","Parophrys vetulus"
"3322","Eumetopias jubatus","Psettichthys melanostictus"
"3323","Eumetopias jubatus","Hippoglossus stenolepis"
"3324","Eumetopias jubatus","Glyptocephalus zachirus"
"3325","Eumetopias jubatus","Enhydra lutris"
"3326","Eumetopias jubatus","Phoca vitulina"
"3327","Eumetopias jubatus","Clupea pallasii"
"3328","Eumetopias jubatus","Enteroctopus dofleini"
"3329","Eumetopias jubatus","Reinhardtius evermanni"
"3330","Eumetopias jubatus","Reinhardtius stomias"
"3331","Eumetopias jubatus","Phoca richardii"
"3332","Eumetopias jubatus","Podothecus acipenserinus"
"3333","Eumetopias jubatus","Gonatopsis"
"3334","Eumetopias jubatus","Berryteuthis magister"
"3335","Eumetopias jubatus","Pandalidae"
"3336","Eumetopias jubatus","Hyas"
"3337","Eumetopias jubatus","Cancer"
"3338","Eumetopias jubatus","Pinnotheridae"
"3339","Eumetopias jubatus","Anoplarchus purpurescens"
"3340","Eumetopias jubatus","Xiphister atropurpureus"
"3341","Eumetopias jubatus","Xiphister mucosus"
"3342","Eumetopias jubatus","Ptychoramphus aleuticus"
"3343","Callorhinus ursinus","Oncorhynchus gorbuscha"
"3344","Callorhinus ursinus","Oncorhynchus keta"
"3345","Callorhinus ursinus","Oncorhynchus kisutch"
"3346","Callorhinus ursinus","Mallotus villosus"
"3347","Callorhinus ursinus","Thaleichthys pacificus"
"3348","Callorhinus ursinus","Leuroglossus schmidti"
"3349","Callorhinus ursinus","Stenobrachius leucopsarus"
"3350","Callorhinus ursinus","Stenobrachius nannochir"
"3351","Callorhinus ursinus","Gadus macrocephalus"
"3352","Callorhinus ursinus","Theragra chalcogramma"
"3353","Callorhinus ursinus","Merluccius productus"
"3354","Callorhinus ursinus","Lycodes"
"3355","Callorhinus ursinus","Gasterosteus aculeatus"
"3356","Callorhinus ursinus","Ophiodon elongatus"
"3357","Callorhinus ursinus","Pleurogrammus monopterygius"
"3358","Callorhinus ursinus","Anoplopoma fimbria"
"3359","Callorhinus ursinus","Trichodon trichodon"
"3360","Callorhinus ursinus","Anarhichas"
"3361","Callorhinus ursinus","Ammodytes hexapterus"
"3362","Callorhinus ursinus","Lyopsetta exilis"
"3363","Callorhinus ursinus","Microstomus pacificus"
"3364","Callorhinus ursinus","Pleuronectes"
"3365","Callorhinus ursinus","Lepidopsetta bilineata"
"3366","Callorhinus ursinus","Hippoglossus stenolepis"
"3367","Callorhinus ursinus","Clupea pallasii"
"3368","Callorhinus ursinus","Berryteuthis anonychus"
"3369","Callorhinus ursinus","Reinhardtius stomias"
"3370","Callorhinus ursinus","Podothecus acipenserinus"
"3371","Callorhinus ursinus","Gonatopsis"
"3372","Callorhinus ursinus","Berryteuthis magister"
"3373","Callorhinus ursinus","Moroteuthis"
"3374","Callorhinus ursinus","Telmessus cheiragonus"
"3375","Callorhinus ursinus","Brachyramphus marmoratus"
"3376","Odobenus rosmarus","Echiura"
"3377","Odobenus rosmarus","Gymnolaemata"
"3378","Odobenus rosmarus","Ophiuroidea"
"3379","Odobenus rosmarus","Strongylocentrotus droebachiensis"
"3380","Odobenus rosmarus","Psolus"
"3381","Odobenus rosmarus","Cucumaria"
"3382","Odobenus rosmarus","Apodacea"
"3383","Odobenus rosmarus","Halocynthia"
"3384","Odobenus rosmarus","Molgulidae"
"3385","Odobenus rosmarus","Phoca largha"
"3386","Odobenus rosmarus","Octocorallia"
"3387","Odobenus rosmarus","Pharidae"
"3388","Odobenus rosmarus","Aphroditidae"
"3389","Odobenus rosmarus","Polynoidae"
"3390","Odobenus rosmarus","Phyllodocidae"
"3391","Odobenus rosmarus","Nereididae"
"3392","Odobenus rosmarus","Nephtyidae"
"3393","Odobenus rosmarus","Lumbrineridae"
"3394","Odobenus rosmarus","Flabelligeridae"
"3395","Odobenus rosmarus","Maldanidae"
"3396","Odobenus rosmarus","Oweniidae"
"3397","Odobenus rosmarus","Pectinariidae"
"3398","Odobenus rosmarus","Ampharetidae"
"3399","Odobenus rosmarus","Terebellidae"
"3400","Odobenus rosmarus","Trochidae"
"3401","Odobenus rosmarus","Velutina"
"3402","Odobenus rosmarus","Naticidae"
"3403","Odobenus rosmarus","Buccinidae"
"3404","Odobenus rosmarus","Nuculidae"
"3405","Odobenus rosmarus","Nuculana"
"3406","Odobenus rosmarus","Yoldia"
"3407","Odobenus rosmarus","Mytilus"
"3408","Odobenus rosmarus","Musculus"
"3409","Odobenus rosmarus","Thyasiridae"
"3410","Odobenus rosmarus","Clinocardium"
"3411","Odobenus rosmarus","Mactromeris"
"3412","Odobenus rosmarus","Macoma"
"3413","Odobenus rosmarus","Tellina"
"3414","Odobenus rosmarus","Mya"
"3415","Odobenus rosmarus","Hiatellidae"
"3416","Odobenus rosmarus","Cumacea"
"3417","Odobenus rosmarus","Saduria"
"3418","Odobenus rosmarus","Gammaridea"
"3419","Odobenus rosmarus","Hippolytidae"
"3420","Odobenus rosmarus","Crangonidae"
"3421","Odobenus rosmarus","Paguridae"
"3422","Odobenus rosmarus","Paralithodes"
"3423","Odobenus rosmarus","Hyas"
"3424","Odobenus rosmarus","Uria lomvia"
"3425","Phoca largha","Mallotus villosus"
"3426","Phoca largha","Osmerus"
"3427","Phoca largha","Boreogadus saida"
"3428","Phoca largha","Eleginus gracilis"
"3429","Phoca largha","Theragra chalcogramma"
"3430","Phoca largha","Ammodytes hexapterus"
"3431","Phoca largha","Clupea pallasii"
"3432","Phoca largha","Crangonidae"
"3433","Phoca vitulina","Squalus acanthias"
"3434","Phoca vitulina","Hydrolagus colliei"
"3435","Phoca vitulina","Alosa sapidissima"
"3436","Phoca vitulina","Oncorhynchus gorbuscha"
"3437","Phoca vitulina","Oncorhynchus keta"
"3438","Phoca vitulina","Oncorhynchus kisutch"
"3439","Phoca vitulina","Oncorhynchus nerka"
"3440","Phoca vitulina","Oncorhynchus tshawytscha"
"3441","Phoca vitulina","Hypomesus pretiosus"
"3442","Phoca vitulina","Mallotus villosus"
"3443","Phoca vitulina","Thaleichthys pacificus"
"3444","Phoca vitulina","Stenobrachius leucopsarus"
"3445","Phoca vitulina","Porichthys"
"3446","Phoca vitulina","Boreogadus saida"
"3447","Phoca vitulina","Eleginus gracilis"
"3448","Phoca vitulina","Gadus macrocephalus"
"3449","Phoca vitulina","Microgadus"
"3450","Phoca vitulina","Theragra chalcogramma"
"3451","Phoca vitulina","Merluccius productus"
"3452","Phoca vitulina","Lycodapus"
"3453","Phoca vitulina","Lycodes"
"3454","Phoca vitulina","Gasterosteus aculeatus"
"3455","Phoca vitulina","Hexagrammos lagocephalus"
"3456","Phoca vitulina","Ophiodon elongatus"
"3457","Phoca vitulina","Pleurogrammus monopterygius"
"3458","Phoca vitulina","Dasycottus setiger"
"3459","Phoca vitulina","Enophrys bison"
"3460","Phoca vitulina","Hemilepidotus hemilepidotus"
"3461","Phoca vitulina","Leptocottus armatus"
"3462","Phoca vitulina","Myoxocephalus"
"3463","Phoca vitulina","Triglops"
"3464","Phoca vitulina","Careproctus"
"3465","Phoca vitulina","Trichodon trichodon"
"3466","Phoca vitulina","Bathymaster"
"3467","Phoca vitulina","Anarhichas"
"3468","Phoca vitulina","Anarrhichthys ocellatus"
"3469","Phoca vitulina","Lumpenus"
"3470","Phoca vitulina","Leptoclinus maculatus"
"3471","Phoca vitulina","Pholis"
"3472","Phoca vitulina","Ammodytes hexapterus"
"3473","Phoca vitulina","Citharichthys"
"3474","Phoca vitulina","Eopsetta"
"3475","Phoca vitulina","Lyopsetta exilis"
"3476","Phoca vitulina","Hippoglossoides elassodon"
"3477","Phoca vitulina","Microstomus pacificus"
"3478","Phoca vitulina","Platichthys"
"3479","Phoca vitulina","Pleuronectes"
"3480","Phoca vitulina","Limanda aspera"
"3481","Phoca vitulina","Lepidopsetta bilineata"
"3482","Phoca vitulina","Isopsetta isolepis"
"3483","Phoca vitulina","Parophrys vetulus"
"3484","Phoca vitulina","Psettichthys melanostictus"
"3485","Phoca vitulina","Reinhardtius hippoglossoides"
"3486","Phoca vitulina","Hippoglossus stenolepis"
"3487","Phoca vitulina","Glyptocephalus zachirus"
"3488","Phoca vitulina","Clupea pallasii"
"3489","Phoca vitulina","Enteroctopus dofleini"
"3490","Phoca vitulina","Reinhardtius stomias"
"3491","Phoca vitulina","Crepidula"
"3492","Phoca vitulina","Yoldia"
"3493","Phoca vitulina","Mytilus"
"3494","Phoca vitulina","Berryteuthis magister"
"3495","Phoca vitulina","Pandalidae"
"3496","Phoca vitulina","Crangonidae"
"3497","Phoca vitulina","Paguridae"
"3498","Phoca vitulina","Cancer"
"3499","Phoca vitulina","Pinnotheridae"
"3500","Phoca vitulina","Anoplarchus purpurescens"
"3501","Mirounga angustirostris","Thaliacea"
"3502","Mirounga angustirostris","Prionace glauca"
"3503","Mirounga angustirostris","Squalus acanthias"
"3504","Mirounga angustirostris","Hydrolagus colliei"
"3505","Mirounga angustirostris","Merluccius productus"
"3506","Mirounga angustirostris","Coryphaenoides"
"3507","Mirounga angustirostris","Sebastolobus"
"3508","Mirounga angustirostris","Enteroctopus dofleini"
"3509","Mirounga angustirostris","Gonatopsis"
"3510","Mirounga angustirostris","Moroteuthis"
"3511","Mirounga angustirostris","Euphausia"
"3512","Lottia testudinalis","Crustose coralline algae complex"
"3513","Foraminiferida","Appendicularia"
"3514","Foraminiferida","Bacteria"
"3515","Foraminiferida","Chaetoceros"
"3516","Foraminiferida","Pennales"
"3517","Foraminiferida","Navicula"
"3518","Foraminiferida","Foraminiferida"
"3519","Foraminiferida","Radiolaria"
"3520","Foraminiferida","Tintinnina"
"3521","Foraminiferida","Bacillariaceae"
"3522","Radiolaria","Appendicularia"
"3523","Radiolaria","Chaetoceros"
"3524","Radiolaria","Foraminiferida"
"3525","Radiolaria","Radiolaria"
"3526","Radiolaria","Tintinnina"
"3527","Radiolaria","Ostracoda"
"3528","Tintinnina","Gonyaulax"
"3529","Tintinnina","Chrysophyta"
"3530","Tintinnina","Prymnesiophyceae"
"3531","Tintinnina","Tintinnina"
"3532","Tintinnina","Prasinophyceae"
"3533","Tintinnina","Prorocentrum"
"3534","Hydrozoa","Chaetognatha"
"3535","Hydrozoa","Thaliacea"
"3536","Hydrozoa","Appendicularia"
"3537","Hydrozoa","Leuroglossus schmidti"
"3538","Hydrozoa","Merluccius productus"
"3539","Hydrozoa","Citharichthys"
"3540","Hydrozoa","Bacteria"
"3541","Hydrozoa","Coscinodiscus"
"3542","Hydrozoa","Licmophora"
"3543","Hydrozoa","Navicula"
"3544","Hydrozoa","Foraminiferida"
"3545","Hydrozoa","Tintinnina"
"3546","Hydrozoa","Hydrozoa"
"3547","Hydrozoa","Clupea pallasii"
"3548","Hydrozoa","Bacillariaceae"
"3549","Hydrozoa","Nemertea"
"3550","Hydrozoa","Thalassiosirales"
"3551","Hydrozoa","Clausocalanidae"
"3552","Hydrozoa","Polynoidae"
"3553","Hydrozoa","Thysanoessa raschii"
"3554","Hydrozoa","Neocalanus plumchrus"
"3555","Hydrozoa","Limacina helicina"
"3556","Hydrozoa","Ostracoda"
"3557","Hydrozoa","Calanus"
"3558","Hydrozoa","Temoridae"
"3559","Hydrozoa","Acartia"
"3560","Hydrozoa","Oithona"
"3561","Hydrozoa","Gammaridea"
"3562","Hydrozoa","Caprellidae"
"3563","Hydrozoa","Euphausia"
"3564","Hydrozoa","Detritus complex"
"3565","Hydrozoa","Pugettia"
"3566","Periphylla periphylla","Clausocalanidae"
"3567","Periphylla periphylla","Calanus"
"3568","Periphylla periphylla","Euchaetidae"
"3569","Periphylla periphylla","Oithona"
"3570","Chrysaora","Gymnodinium"
"3571","Chrysaora","Chaetognatha"
"3572","Chrysaora","Thaliacea"
"3573","Chrysaora","Appendicularia"
"3574","Chrysaora","Theragra chalcogramma"
"3575","Chrysaora","Hydrozoa"
"3576","Chrysaora","Chrysaora"
"3577","Chrysaora","Metridinidae"
"3578","Chrysaora","Clausocalanidae"
"3579","Chrysaora","Thysanoessa raschii"
"3580","Chrysaora","Neocalanus cristatus"
"3581","Chrysaora","Neocalanus plumchrus"
"3582","Chrysaora","Limacina helicina"
"3583","Chrysaora","Mytilus"
"3584","Chrysaora","Ostreidae"
"3585","Chrysaora","Calanus"
"3586","Chrysaora","Eucalanus"
"3587","Chrysaora","Aetideidae"
"3588","Chrysaora","Acartia"
"3589","Chrysaora","Oithona"
"3590","Chrysaora","Mysida"
"3591","Chrysaora","Hyperiidea"
"3592","Chrysaora","Thysanoessa inermis"
"3593","Phacellophora camtschatica","Thaliacea"
"3594","Phacellophora camtschatica","Hydrozoa"
"3595","Octocorallia","Gymnolaemata"
"3596","Octocorallia","Thaliacea"
"3597","Octocorallia","Rhizosoleniaceae"
"3598","Octocorallia","Foraminiferida"
"3599","Octocorallia","Bacillariaceae"
"3600","Octocorallia","Thalassiosirales"
"3601","Octocorallia","Ostracoda"
"3602","Octocorallia","Gammaridea"
"3603","Octocorallia","Caprellidae"
"3604","Octocorallia","Euphausia"
"3605","Octocorallia","Detritus complex"
"3606","Trochopus trituba","Sebastes aleutianus"
"3607","Trochopus trituba","Sebastes borealis"
"3608","Trochopus trituba","Sebastes caurinus"
"3609","Trochopus trituba","Sebastes melanops"
"3610","Microcotyle sebastis","Sebastes aleutianus"
"3611","Microcotyle sebastis","Sebastes borealis"
"3612","Microcotyle sebastis","Sebastes caurinus"
"3613","Microcotyle sebastis","Sebastes maliger"
"3614","Clupea pallasii","Appendicularia"
"3615","Clupea pallasii","Thaleichthys pacificus"
"3616","Clupea pallasii","Ammodytes hexapterus"
"3617","Clupea pallasii","Platichthys"
"3618","Clupea pallasii","Clupea pallasii"
"3619","Clupea pallasii","Metridinidae"
"3620","Clupea pallasii","Clausocalanidae"
"3621","Clupea pallasii","Ulvaceae"
"3622","Clupea pallasii","Oligochaeta"
"3623","Clupea pallasii","Limacina helicina"
"3624","Clupea pallasii","Calanus"
"3625","Clupea pallasii","Acartia"
"3626","Clupea pallasii","Cumacea"
"3627","Clupea pallasii","Gammaridea"
"3628","Clupea pallasii","Hyperiidea"
"3629","Clupea pallasii","Euphausia"
"3630","Clupea pallasii","Thysanoessa spinifera"
"3631","Clupea pallasii","Paguridae"
"3632","Clupea pallasii","Cancer"
"3633","Clupea pallasii","Detritus complex"
"3634","Clupea pallasii","Harpacticidae"
"3635","Berryteuthis anonychus","Chaetognatha"
"3636","Berryteuthis anonychus","Metridinidae"
"3637","Berryteuthis anonychus","Neocalanus cristatus"
"3638","Berryteuthis anonychus","Neocalanus plumchrus"
"3639","Berryteuthis anonychus","Limacina helicina"
"3640","Berryteuthis anonychus","Ostracoda"
"3641","Berryteuthis anonychus","Calanus"
"3642","Berryteuthis anonychus","Hyperiidea"
"3643","Berryteuthis anonychus","Euphausia"
"3644","Lecithaster gibbosus","Alosa sapidissima"
"3645","Lecithaster gibbosus","Oncorhynchus keta"
"3646","Lecithaster gibbosus","Oncorhynchus kisutch"
"3647","Lecithaster gibbosus","Oncorhynchus tshawytscha"
"3648","Lecithaster gibbosus","Salvelinus"
"3649","Lecithaster gibbosus","Mallotus villosus"
"3650","Lecithaster gibbosus","Thaleichthys pacificus"
"3651","Lecithaster gibbosus","Boreogadus saida"
"3652","Lecithaster gibbosus","Gadus macrocephalus"
"3653","Lecithaster gibbosus","Pleurogrammus monopterygius"
"3654","Lecithaster gibbosus","Ammodytes hexapterus"
"3655","Lecithaster gibbosus","Platichthys"
"3656","Lecithaster gibbosus","Lepidopsetta bilineata"
"3657","Lecithaster gibbosus","Clupea pallasii"
"3658","Brachyphallus crenatus","Chaetognatha"
"3659","Brachyphallus crenatus","Alosa sapidissima"
"3660","Brachyphallus crenatus","Oncorhynchus tshawytscha"
"3661","Brachyphallus crenatus","Salvelinus"
"3662","Brachyphallus crenatus","Boreogadus saida"
"3663","Brachyphallus crenatus","Gadus macrocephalus"
"3664","Brachyphallus crenatus","Gasterosteus aculeatus"
"3665","Brachyphallus crenatus","Platichthys"
"3666","Brachyphallus crenatus","Lepidopsetta bilineata"
"3667","Brachyphallus crenatus","Reinhardtius hippoglossoides"
"3668","Brachyphallus crenatus","Clupea pallasii"
"3669","Brachyphallus crenatus","Acartia"
"3670","Enteroctopus dofleini","Strongylocentrotus droebachiensis"
"3671","Enteroctopus dofleini","Enteroctopus dofleini"
"3672","Enteroctopus dofleini","Littorina"
"3673","Enteroctopus dofleini","Trichotropis cancellata"
"3674","Enteroctopus dofleini","Naticidae"
"3675","Enteroctopus dofleini","Nucella emarginata"
"3676","Enteroctopus dofleini","Nucella lima"
"3677","Enteroctopus dofleini","Tonicella"
"3678","Enteroctopus dofleini","Mytilus"
"3679","Enteroctopus dofleini","Pectinidae"
"3680","Enteroctopus dofleini","Pododesmus"
"3681","Enteroctopus dofleini","Macoma"
"3682","Enteroctopus dofleini","Tellina"
"3683","Enteroctopus dofleini","Saxidomus"
"3684","Enteroctopus dofleini","Protothaca staminea"
"3685","Enteroctopus dofleini","Pandalidae"
"3686","Enteroctopus dofleini","Oregonia"
"3687","Enteroctopus dofleini","Hyas"
"3688","Enteroctopus dofleini","Telmessus cheiragonus"
"3689","Enteroctopus dofleini","Cancer"
"3690","Enteroctopus dofleini","Semibalanus cariosus"
"3691","Enteroctopus dofleini","Pugettia"
"3692","Derogenes varicus","Chaetognatha"
"3693","Derogenes varicus","Alosa sapidissima"
"3694","Derogenes varicus","Salvelinus"
"3695","Derogenes varicus","Stomiidae"
"3696","Derogenes varicus","Boreogadus saida"
"3697","Derogenes varicus","Gadus macrocephalus"
"3698","Derogenes varicus","Microgadus"
"3699","Derogenes varicus","Sebastes ciliatus"
"3700","Derogenes varicus","Platichthys"
"3701","Derogenes varicus","Lepidopsetta bilineata"
"3702","Derogenes varicus","Reinhardtius hippoglossoides"
"3703","Derogenes varicus","Reinhardtius stomias"
"3704","Derogenes varicus","Naticidae"
"3705","Derogenes varicus","Berryteuthis magister"
"3706","Bathyraja maculata","Ophiuroidea"
"3707","Bathyraja maculata","Appendicularia"
"3708","Bathyraja maculata","Leuroglossus schmidti"
"3709","Bathyraja maculata","Stenobrachius leucopsarus"
"3710","Bathyraja maculata","Stenobrachius nannochir"
"3711","Bathyraja maculata","Protomyctophum"
"3712","Bathyraja maculata","Theragra chalcogramma"
"3713","Bathyraja maculata","Coryphaenoides"
"3714","Bathyraja maculata","Sebastes borealis"
"3715","Bathyraja maculata","Pleurogrammus monopterygius"
"3716","Bathyraja maculata","Malacocottus"
"3717","Bathyraja maculata","Triglops"
"3718","Bathyraja maculata","Hypsagonus quadricornis"
"3719","Bathyraja maculata","Eumicrotremus"
"3720","Bathyraja maculata","Zaprora silenus"
"3721","Bathyraja maculata","Oligochaeta"
"3722","Bathyraja maculata","Gonatopsis"
"3723","Bathyraja maculata","Berryteuthis magister"
"3724","Bathyraja maculata","Eucalanus"
"3725","Bathyraja maculata","Mysida"
"3726","Bathyraja maculata","Gammaridea"
"3727","Bathyraja maculata","Hyperiidea"
"3728","Bathyraja maculata","Caprellidae"
"3729","Bathyraja maculata","Hippolytidae"
"3730","Bathyraja maculata","Pandalidae"
"3731","Bathyraja maculata","Crangonidae"
"3732","Bathyraja maculata","Paguridae"
"3733","Bathyraja maculata","Lithodes"
"3734","Bathyraja maculata","Majidae"
"3735","Bathyraja maculata","Oregonia"
"3736","Bathyraja maculata","Hyas"
"3737","Bathyraja maculata","Chionoecetes opilio"
"3738","Bathyraja maculata","Erimacrus isenbeckii"
"3739","Bathyraja maculata","Detritus complex"
"3740","Bathyraja minispinosa","Leuroglossus schmidti"
"3741","Bathyraja minispinosa","Stenobrachius nannochir"
"3742","Bathyraja minispinosa","Protomyctophum"
"3743","Bathyraja minispinosa","Pleurogrammus monopterygius"
"3744","Bathyraja minispinosa","Clupea pallasii"
"3745","Bathyraja minispinosa","Berryteuthis magister"
"3746","Bathyraja minispinosa","Pandalidae"
"3747","Bathyraja minispinosa","Crangonidae"
"3748","Bathyraja minispinosa","Paguridae"
"3749","Bathyraja minispinosa","Majidae"
"3750","Bathyraja minispinosa","Chionoecetes opilio"
"3751","Bathyraja minispinosa","Chionoecetes bairdi"
"3752","Rhinoraja taranetzi","Appendicularia"
"3753","Rhinoraja taranetzi","Polynoidae"
"3754","Rhinoraja taranetzi","Mysida"
"3755","Rhinoraja taranetzi","Cumacea"
"3756","Rhinoraja taranetzi","Idoteidae"
"3757","Rhinoraja taranetzi","Gammaridea"
"3758","Rhinoraja taranetzi","Hyperiidea"
"3759","Rhinoraja taranetzi","Caprellidae"
"3760","Rhinoraja taranetzi","Hippolytidae"
"3761","Rhinoraja taranetzi","Pandalidae"
"3762","Rhinoraja taranetzi","Crangonidae"
"3763","Rhinoraja taranetzi","Paguridae"
"3764","Rhinoraja taranetzi","Detritus complex"
"3765","Pharidae","Detritus complex"
"3766","Lottia digitalis","Bangia"
"3767","Lottia digitalis","Coscinodiscus"
"3768","Lottia digitalis","Achnanthes"
"3769","Lottia digitalis","Navicula"
"3770","Lottia digitalis","Bacillariaceae"
"3771","Lottia digitalis","Thalassiosirales"
"3772","Lottia digitalis","Pleurosigmataceae"
"3773","Lottia digitalis","Cyanophycota"
"3774","Lottia digitalis","Cladophoraceae"
"3775","Lottia digitalis","Balanus crenatus"
"3776","Lottia digitalis","Biofilm Complex"
"3777","Lottia digitalis","Fucus"
"3778","Lottia digitalis","Acrosiphoniaceae"
